Date,Open,High,Low,Close,Volume,Time
2023-10-04,859.8,859.8,857.55,857.55,10107,12:55:00
2023-10-04,857.95,859.0,857.0,857.55,10895,13:00:00
2023-10-04,857.75,858.15,855.1,856.3,14938,13:05:00
2023-10-04,856.3,858.7,856.2,858.65,4554,13:10:00
2023-10-04,858.65,859.15,858.0,859.15,5617,13:15:00
2023-10-04,859.0,859.0,857.55,858.8,3860,13:20:00
2023-10-04,858.8,859.0,858.0,858.0,5080,13:25:00
2023-10-04,857.5,858.1,857.15,857.8,2321,13:30:00
2023-10-04,857.8,858.25,857.35,858.25,3176,13:35:00
2023-10-04,858.3,859.2,858.05,858.7,1967,13:40:00
2023-10-04,858.5,858.9,858.05,858.75,3193,13:45:00
2023-10-04,858.5,858.8,857.7,858.4,3188,13:50:00
2023-10-04,858.7,859.1,858.4,858.4,2439,13:55:00
2023-10-04,858.6,858.6,857.7,858.35,3668,14:00:00
2023-10-04,858.5,859.0,857.85,858.4,3609,14:05:00
2023-10-04,858.5,860.0,858.35,858.9,4022,14:10:00
2023-10-04,858.9,860.0,858.7,859.95,4288,14:15:00
2023-10-04,859.95,859.95,859.3,859.45,2420,14:20:00
2023-10-04,859.7,860.0,858.7,859.05,4528,14:25:00
2023-10-04,859.05,862.1,858.8,861.6,18226,14:30:00
2023-10-04,861.6,862.3,861.35,861.35,6205,14:35:00
2023-10-04,861.7,862.4,861.35,861.95,8453,14:40:00
2023-10-04,861.95,862.95,861.75,862.6,3962,14:45:00
2023-10-04,862.6,862.7,862.0,862.55,5071,14:50:00
2023-10-04,862.5,862.85,862.05,862.85,4577,14:55:00
2023-10-04,862.65,865.6,862.0,865.0,25850,15:00:00
2023-10-04,865.1,865.35,865.0,865.0,9915,15:05:00
2023-10-04,865.0,865.5,864.95,865.5,11593,15:10:00
2023-10-04,865.25,865.3,865.0,865.25,13930,15:15:00
2023-10-04,865.15,865.2,865.0,865.1,19436,15:20:00
2023-10-04,865.0,866.0,865.0,865.0,31286,15:25:00
2023-10-04,864.75,864.75,864.75,864.75,0,15:30:00
2023-10-05,866.25,866.25,862.55,863.65,24167,09:15:00
2023-10-05,863.5,865.25,863.0,865.0,14054,09:20:00
2023-10-05,865.0,866.65,864.5,865.35,16173,09:25:00
2023-10-05,865.35,865.85,864.55,865.85,15713,09:30:00
2023-10-05,866.75,866.8,866.0,866.5,7222,09:35:00
2023-10-05,866.45,867.9,866.45,866.5,10733,09:40:00
2023-10-05,866.45,869.25,866.45,868.4,14600,09:45:00
2023-10-05,868.4,868.45,865.75,867.6,11919,09:50:00
2023-10-05,867.5,867.95,866.25,866.9,8808,09:55:00
2023-10-05,866.9,867.0,865.2,865.7,7129,10:00:00
2023-10-05,865.65,866.1,865.2,865.55,5898,10:05:00
2023-10-05,865.35,866.95,865.05,865.5,8663,10:10:00
2023-10-05,865.5,866.5,865.05,866.3,5906,10:15:00
2023-10-05,866.2,866.35,864.6,864.6,5989,10:20:00
2023-10-05,864.75,864.8,861.2,861.2,16751,10:25:00
2023-10-05,861.7,861.7,860.05,860.3,10796,10:30:00
2023-10-05,860.35,860.85,858.2,859.0,15291,10:35:00
2023-10-05,859.05,859.6,858.4,859.2,5279,10:40:00
2023-10-05,859.2,862.9,859.0,862.35,11639,10:45:00
2023-10-05,863.0,864.5,862.45,862.95,7858,10:50:00
2023-10-05,862.95,864.55,861.75,862.0,4858,10:55:00
2023-10-05,861.6,862.45,861.5,861.65,3373,11:00:00
2023-10-05,861.5,861.85,860.8,861.6,3926,11:05:00
2023-10-05,861.4,862.55,861.2,862.2,3245,11:10:00
2023-10-05,862.2,863.0,862.0,862.5,6650,11:15:00
2023-10-05,862.5,863.0,862.4,862.4,1818,11:20:00
2023-10-05,862.4,862.4,861.2,861.6,4351,11:25:00
2023-10-05,861.5,862.4,861.2,861.4,5701,11:30:00
2023-10-05,861.4,862.75,860.55,860.6,6606,11:35:00
2023-10-05,860.65,860.95,857.6,858.0,32919,11:40:00
2023-10-05,858.15,858.75,857.5,858.05,12342,11:45:00
2023-10-05,858.05,859.5,857.85,858.2,5315,11:50:00
2023-10-05,858.2,860.0,858.2,859.85,8095,11:55:00
2023-10-05,859.85,861.1,859.0,860.5,7619,12:00:00
2023-10-05,860.25,861.05,859.2,859.85,4574,12:05:00
2023-10-05,859.7,860.2,859.0,859.4,5255,12:10:00
2023-10-05,860.25,860.25,858.35,858.75,5832,12:15:00
2023-10-05,858.55,859.45,858.15,859.05,3504,12:20:00
2023-10-05,859.05,859.6,858.9,859.5,2313,12:25:00
2023-10-05,859.35,860.75,859.0,860.75,4836,12:30:00
2023-10-05,860.75,863.0,860.1,862.75,10262,12:35:00
2023-10-05,862.75,863.3,862.0,862.3,6615,12:40:00
2023-10-05,862.3,862.8,862.0,862.45,5454,12:45:00
2023-10-05,862.5,862.5,862.0,862.05,3184,12:50:00
2023-10-05,862.0,862.5,861.9,862.2,4775,12:55:00
2023-10-05,862.2,862.5,862.0,862.3,3652,13:00:00
2023-10-05,862.35,862.35,862.0,862.0,6168,13:05:00
2023-10-05,862.05,862.5,862.0,862.45,3800,13:10:00
2023-10-05,862.25,862.25,862.0,862.15,4396,13:15:00
2023-10-05,862.45,862.45,862.0,862.05,1987,13:20:00
2023-10-05,862.05,862.5,862.0,862.35,2733,13:25:00
2023-10-05,863.05,863.05,862.1,862.35,5073,13:30:00
2023-10-05,862.25,862.85,862.1,862.3,16950,13:35:00
2023-10-05,862.15,862.3,862.0,862.0,9780,13:40:00
2023-10-05,862.0,862.5,862.0,862.2,2615,13:45:00
2023-10-05,862.2,862.5,862.0,862.0,3837,13:50:00
2023-10-05,862.05,862.1,861.9,862.05,3986,13:55:00
2023-10-05,862.0,862.05,860.1,860.3,10870,14:00:00
2023-10-05,860.25,860.55,859.6,860.05,10193,14:05:00
2023-10-05,860.05,861.35,859.4,859.65,20594,14:10:00
2023-10-05,859.65,860.9,859.65,860.7,8796,14:15:00
2023-10-05,860.55,860.85,860.05,860.2,3927,14:20:00
2023-10-05,860.15,861.0,860.15,860.8,3555,14:25:00
2023-10-05,860.7,861.05,860.35,860.7,2600,14:30:00
2023-10-05,860.85,861.2,860.0,861.0,6202,14:35:00
2023-10-05,861.2,861.2,859.75,860.05,6182,14:40:00
2023-10-05,860.0,860.1,859.0,859.35,4926,14:45:00
2023-10-05,859.35,860.3,859.2,859.4,4794,14:50:00
2023-10-05,859.4,860.35,859.1,859.65,6819,14:55:00
2023-10-05,859.45,860.65,858.1,859.3,41682,15:00:00
2023-10-05,859.4,859.95,859.0,859.4,22918,15:05:00
2023-10-05,859.4,861.2,859.05,861.0,35596,15:10:00
2023-10-05,860.85,861.75,860.5,860.75,29533,15:15:00
2023-10-05,860.65,861.2,860.35,861.1,32886,15:20:00
2023-10-05,861.1,862.05,859.25,861.7,44707,15:25:00
2023-10-05,860.2,860.2,860.2,860.2,0,15:30:00
2023-10-06,864.05,866.5,863.1,864.8,25286,09:15:00
2023-10-06,865.2,868.45,865.2,868.0,22332,09:20:00
2023-10-06,867.6,872.4,867.45,872.0,28682,09:25:00
2023-10-06,872.0,874.85,871.45,873.5,50407,09:30:00
2023-10-06,874.1,874.95,872.25,872.25,32621,09:35:00
2023-10-06,872.25,873.0,867.55,868.9,51683,09:40:00
2023-10-06,868.9,871.0,868.35,870.8,10234,09:45:00
2023-10-06,870.75,872.0,870.0,871.9,14928,09:50:00
2023-10-06,871.5,871.95,870.65,870.65,5971,09:55:00
2023-10-06,870.7,874.4,870.5,874.3,28172,10:00:00
2023-10-06,874.3,875.0,872.15,872.2,14658,10:05:00
2023-10-06,872.2,874.45,872.2,874.4,11993,10:10:00
2023-10-06,874.9,877.3,872.9,876.45,54010,10:15:00
2023-10-06,875.85,877.0,873.4,873.5,25346,10:20:00
2023-10-06,873.4,874.8,873.4,874.0,11884,10:25:00
2023-10-06,874.0,875.7,873.85,875.3,8861,10:30:00
2023-10-06,875.3,875.5,874.35,874.8,8666,10:35:00
2023-10-06,874.6,875.55,874.35,875.45,6972,10:40:00
2023-10-06,875.5,875.5,873.65,874.0,9162,10:45:00
2023-10-06,874.0,875.0,873.8,874.85,6468,10:50:00
2023-10-06,874.85,875.75,874.6,875.75,10821,10:55:00
2023-10-06,875.8,875.8,873.5,874.2,8086,11:00:00
2023-10-06,874.2,874.2,872.6,872.6,7048,11:05:00
2023-10-06,872.45,874.4,872.4,874.05,9654,11:10:00
2023-10-06,874.05,875.0,873.05,873.45,12756,11:15:00
2023-10-06,873.45,873.95,873.05,873.45,6054,11:20:00
2023-10-06,873.4,873.75,873.0,873.4,6427,11:25:00
2023-10-06,873.4,873.45,872.0,872.5,12335,11:30:00
2023-10-06,872.5,873.3,872.1,872.4,9216,11:35:00
2023-10-06,872.5,873.15,872.05,872.1,5586,11:40:00
2023-10-06,872.4,873.15,872.05,872.5,5341,11:45:00
2023-10-06,872.65,872.65,872.05,872.2,6422,11:50:00
2023-10-06,872.25,872.6,872.0,872.1,5625,11:55:00
2023-10-06,872.45,872.45,870.9,871.3,13276,12:00:00
2023-10-06,871.3,872.0,870.55,871.4,10243,12:05:00
2023-10-06,871.45,872.7,871.15,872.65,6154,12:10:00
2023-10-06,872.65,872.7,871.35,871.5,9251,12:15:00
2023-10-06,871.5,872.8,870.0,870.15,15929,12:20:00
2023-10-06,870.15,871.75,870.0,870.9,7025,12:25:00
2023-10-06,871.3,871.55,870.35,871.0,5322,12:30:00
2023-10-06,871.3,871.3,870.2,870.95,4423,12:35:00
2023-10-06,870.65,871.5,870.35,870.7,5240,12:40:00
2023-10-06,870.7,870.7,870.0,870.05,4798,12:45:00
2023-10-06,870.05,871.45,870.0,870.9,7632,12:50:00
2023-10-06,870.95,870.95,870.0,870.05,10472,12:55:00
2023-10-06,870.2,871.25,870.0,870.45,5635,13:00:00
2023-10-06,870.5,870.85,870.05,870.8,3713,13:05:00
2023-10-06,870.8,872.2,870.35,872.2,6035,13:10:00
2023-10-06,872.15,872.65,871.05,871.35,13857,13:15:00
2023-10-06,871.35,873.35,871.1,872.8,11607,13:20:00
2023-10-06,872.95,873.0,872.0,872.35,3649,13:25:00
2023-10-06,872.35,872.35,871.7,872.05,3766,13:30:00
2023-10-06,872.15,873.0,872.0,872.6,7729,13:35:00
2023-10-06,872.6,872.75,872.25,872.45,4726,13:40:00
2023-10-06,872.45,873.0,872.1,873.0,8762,13:45:00
2023-10-06,873.0,873.5,872.3,872.65,7904,13:50:00
2023-10-06,872.45,873.3,872.45,872.85,3542,13:55:00
2023-10-06,872.75,873.9,872.4,873.25,7399,14:00:00
2023-10-06,873.3,873.85,873.05,873.55,5848,14:05:00
2023-10-06,873.55,874.5,873.5,873.95,13012,14:10:00
2023-10-06,874.0,874.3,873.95,874.1,5858,14:15:00
2023-10-06,874.15,874.5,872.55,872.95,9863,14:20:00
2023-10-06,872.95,873.7,872.55,873.45,11034,14:25:00
2023-10-06,873.6,874.0,873.05,873.6,5536,14:30:00
2023-10-06,873.35,873.9,872.8,873.2,6406,14:35:00
2023-10-06,873.15,873.95,872.7,873.7,11041,14:40:00
2023-10-06,873.6,874.45,873.25,873.9,16085,14:45:00
2023-10-06,874.25,874.25,873.4,873.5,4382,14:50:00
2023-10-06,873.6,873.6,872.5,872.95,7588,14:55:00
2023-10-06,872.95,873.65,872.8,873.3,7848,15:00:00
2023-10-06,873.45,875.95,873.35,874.85,38165,15:05:00
2023-10-06,875.0,875.0,874.25,874.45,10980,15:10:00
2023-10-06,874.55,875.85,874.2,875.05,30126,15:15:00
2023-10-06,875.0,876.05,873.9,875.75,33248,15:20:00
2023-10-06,875.7,876.0,874.15,874.45,21170,15:25:00
2023-10-06,874.75,874.75,874.75,874.75,0,15:30:00
2023-10-09,867.0,873.15,867.0,869.9,39704,09:15:00
2023-10-09,870.5,871.0,867.65,869.75,19870,09:20:00
2023-10-09,869.8,872.95,868.65,872.0,15862,09:25:00
2023-10-09,872.0,874.9,871.0,874.45,14659,09:30:00
2023-10-09,874.05,874.4,871.85,872.45,10254,09:35:00
2023-10-09,872.45,874.95,872.15,874.2,11816,09:40:00
2023-10-09,874.5,876.6,874.2,876.4,23218,09:45:00
2023-10-09,876.0,877.25,875.55,876.1,20247,09:50:00
2023-10-09,876.1,876.5,873.45,874.05,12596,09:55:00
2023-10-09,873.9,875.0,873.0,873.7,12565,10:00:00
2023-10-09,873.7,875.0,872.45,875.0,7140,10:05:00
2023-10-09,874.5,875.0,873.4,873.85,7016,10:10:00
2023-10-09,873.35,875.95,873.35,875.05,12255,10:15:00
2023-10-09,875.0,877.25,874.95,876.9,26928,10:20:00
2023-10-09,876.95,879.45,876.95,878.75,26781,10:25:00
2023-10-09,878.75,880.8,878.7,878.7,40011,10:30:00
2023-10-09,878.55,879.2,877.25,877.55,16082,10:35:00
2023-10-09,877.55,878.6,876.1,878.6,17712,10:40:00
2023-10-09,878.15,879.1,877.05,878.0,14722,10:45:00
2023-10-09,877.75,877.75,876.15,876.75,7826,10:50:00
2023-10-09,876.5,878.1,876.5,877.85,6667,10:55:00
2023-10-09,878.1,878.1,876.5,877.0,6958,11:00:00
2023-10-09,876.65,878.5,876.65,878.35,7842,11:05:00
2023-10-09,878.2,878.5,876.65,876.8,6664,11:10:00
2023-10-09,876.7,877.35,875.0,875.8,13589,11:15:00
2023-10-09,875.8,876.45,875.0,876.45,6089,11:20:00
2023-10-09,875.95,876.55,875.1,876.45,4091,11:25:00
2023-10-09,876.05,876.45,875.55,876.45,4757,11:30:00
2023-10-09,876.0,877.6,875.5,877.0,14769,11:35:00
2023-10-09,877.05,878.25,876.9,877.95,5949,11:40:00
2023-10-09,877.4,878.0,877.4,877.9,4156,11:45:00
2023-10-09,877.55,877.9,876.2,876.6,6657,11:50:00
2023-10-09,876.15,877.6,876.15,876.8,4566,11:55:00
2023-10-09,876.5,877.95,876.15,877.95,7868,12:00:00
2023-10-09,877.95,878.45,877.35,877.75,13103,12:05:00
2023-10-09,877.3,877.9,877.05,877.7,4275,12:10:00
2023-10-09,877.2,877.7,876.05,876.6,6592,12:15:00
2023-10-09,876.6,877.6,876.1,877.4,7140,12:20:00
2023-10-09,876.9,877.5,876.15,877.05,6432,12:25:00
2023-10-09,877.15,877.45,876.25,876.8,5323,12:30:00
2023-10-09,876.8,879.45,876.3,877.15,17358,12:35:00
2023-10-09,877.15,877.65,876.5,877.6,5527,12:40:00
2023-10-09,877.55,878.9,877.05,877.1,17816,12:45:00
2023-10-09,877.5,877.75,876.55,877.2,8389,12:50:00
2023-10-09,876.9,877.4,875.85,875.85,14268,12:55:00
2023-10-09,876.4,876.45,874.3,874.3,19852,13:00:00
2023-10-09,874.3,875.8,874.3,875.6,12840,13:05:00
2023-10-09,875.05,875.35,874.15,874.3,9868,13:10:00
2023-10-09,874.9,876.2,874.55,876.2,11153,13:15:00
2023-10-09,876.05,877.2,875.65,876.05,13646,13:20:00
2023-10-09,876.05,877.55,875.95,876.7,10806,13:25:00
2023-10-09,876.6,878.0,876.35,878.0,14656,13:30:00
2023-10-09,878.0,879.15,877.4,877.95,27747,13:35:00
2023-10-09,877.95,878.8,877.3,877.55,9918,13:40:00
2023-10-09,877.7,877.75,876.7,877.2,9666,13:45:00
2023-10-09,876.95,877.0,876.15,876.55,10452,13:50:00
2023-10-09,876.5,878.95,876.3,878.05,19056,13:55:00
2023-10-09,878.3,879.0,877.95,878.3,11577,14:00:00
2023-10-09,878.05,878.8,877.45,877.95,11954,14:05:00
2023-10-09,877.95,879.6,877.75,878.5,22726,14:10:00
2023-10-09,878.65,879.4,877.15,877.65,11663,14:15:00
2023-10-09,876.9,879.05,876.9,878.9,21329,14:20:00
2023-10-09,878.3,881.5,878.3,881.0,44209,14:25:00
2023-10-09,880.85,881.0,879.2,879.45,16339,14:30:00
2023-10-09,879.3,880.95,879.3,880.9,15733,14:35:00
2023-10-09,880.5,881.0,880.2,880.7,17957,14:40:00
2023-10-09,880.7,881.95,880.65,880.8,22215,14:45:00
2023-10-09,881.0,883.5,880.8,883.0,47461,14:50:00
2023-10-09,882.4,883.05,881.25,881.95,19667,14:55:00
2023-10-09,881.95,883.85,881.55,882.9,30635,15:00:00
2023-10-09,882.95,882.95,879.8,880.9,37239,15:05:00
2023-10-09,880.9,882.1,879.8,880.1,28384,15:10:00
2023-10-09,880.1,881.1,879.25,880.0,39742,15:15:00
2023-10-09,880.15,880.85,879.8,879.9,32366,15:20:00
2023-10-09,880.35,880.75,878.5,879.65,35060,15:25:00
2023-10-09,880.65,880.65,880.65,880.65,0,15:30:00
2023-10-10,885.85,887.0,884.0,884.35,46798,09:15:00
2023-10-10,884.35,886.6,884.0,884.45,26290,09:20:00
2023-10-10,884.9,885.0,882.9,884.1,20397,09:25:00
2023-10-10,884.15,884.7,883.2,883.75,9785,09:30:00
2023-10-10,883.5,884.5,883.0,884.5,7644,09:35:00
2023-10-10,884.65,884.85,883.75,884.6,6126,09:40:00
2023-10-10,884.2,885.0,884.0,884.7,7552,09:45:00
2023-10-10,884.7,885.0,883.25,883.35,4321,09:50:00
2023-10-10,883.35,883.8,882.25,882.9,12148,09:55:00
2023-10-10,882.9,886.4,882.8,885.5,13935,10:00:00
2023-10-10,885.5,886.95,885.35,886.8,13883,10:05:00
2023-10-10,886.95,888.75,886.25,888.2,43116,10:10:00
2023-10-10,888.2,888.55,887.15,887.95,14498,10:15:00
2023-10-10,887.95,888.5,887.65,888.45,8215,10:20:00
2023-10-10,888.25,890.8,888.2,890.05,38663,10:25:00
2023-10-10,890.15,892.4,890.1,892.4,58293,10:30:00
2023-10-10,892.15,892.4,891.6,892.25,29149,10:35:00
2023-10-10,892.2,892.25,889.95,890.25,18578,10:40:00
2023-10-10,890.25,891.0,889.2,890.45,22285,10:45:00
2023-10-10,890.45,890.95,889.55,890.0,8818,10:50:00
2023-10-10,890.0,890.65,888.5,888.7,17568,10:55:00
2023-10-10,889.0,889.0,888.5,888.65,6963,11:00:00
2023-10-10,888.8,889.25,888.3,888.9,6101,11:05:00
2023-10-10,889.1,889.1,887.8,888.7,6942,11:10:00
2023-10-10,888.65,889.45,888.05,889.15,10887,11:15:00
2023-10-10,889.15,889.4,888.4,889.0,5523,11:20:00
2023-10-10,889.0,889.0,888.55,888.9,4210,11:25:00
2023-10-10,889.0,890.0,888.4,890.0,5029,11:30:00
2023-10-10,890.0,890.0,888.7,888.7,5745,11:35:00
2023-10-10,889.3,889.7,888.85,889.7,4868,11:40:00
2023-10-10,889.55,889.95,889.15,889.15,5335,11:45:00
2023-10-10,889.0,890.0,888.5,889.0,4587,11:50:00
2023-10-10,889.0,889.5,888.5,889.35,5462,11:55:00
2023-10-10,889.2,890.0,889.0,889.85,5421,12:00:00
2023-10-10,889.6,889.6,888.05,888.7,10306,12:05:00
2023-10-10,888.7,888.7,886.8,886.85,12164,12:10:00
2023-10-10,886.9,888.0,886.6,888.0,6415,12:15:00
2023-10-10,888.0,888.4,887.05,888.25,3345,12:20:00
2023-10-10,888.25,888.25,887.3,887.9,3806,12:25:00
2023-10-10,887.9,888.85,887.35,887.65,7684,12:30:00
2023-10-10,887.7,888.9,887.7,888.25,5634,12:35:00
2023-10-10,888.65,888.65,887.8,888.15,4398,12:40:00
2023-10-10,888.15,888.7,888.1,888.6,4112,12:45:00
2023-10-10,888.6,888.6,887.5,887.5,4746,12:50:00
2023-10-10,887.7,888.0,887.25,887.95,5585,12:55:00
2023-10-10,887.95,888.25,887.2,887.5,3691,13:00:00
2023-10-10,887.5,887.9,887.2,887.85,11709,13:05:00
2023-10-10,887.85,887.85,886.4,886.45,6137,13:10:00
2023-10-10,886.7,887.95,886.7,887.05,5652,13:15:00
2023-10-10,887.05,887.05,886.25,886.3,2608,13:20:00
2023-10-10,886.7,886.8,885.6,886.0,4916,13:25:00
2023-10-10,885.95,886.4,885.5,886.05,6492,13:30:00
2023-10-10,886.05,886.85,885.2,886.45,8509,13:35:00
2023-10-10,886.45,886.65,885.4,885.9,3290,13:40:00
2023-10-10,885.9,886.3,885.2,885.55,3924,13:45:00
2023-10-10,885.9,885.9,885.5,885.5,2945,13:50:00
2023-10-10,885.8,886.0,885.5,885.8,3077,13:55:00
2023-10-10,885.75,885.8,884.7,885.5,12044,14:00:00
2023-10-10,885.5,885.8,884.95,885.55,4261,14:05:00
2023-10-10,885.4,885.7,884.85,885.5,2700,14:10:00
2023-10-10,885.5,885.8,885.25,885.8,4388,14:15:00
2023-10-10,885.8,887.5,885.8,886.95,10841,14:20:00
2023-10-10,887.0,887.65,886.5,887.3,9008,14:25:00
2023-10-10,887.3,889.5,887.05,888.95,28173,14:30:00
2023-10-10,888.9,890.0,888.4,889.95,15990,14:35:00
2023-10-10,889.95,890.0,888.9,889.9,12501,14:40:00
2023-10-10,889.9,890.0,889.25,889.8,11389,14:45:00
2023-10-10,889.8,891.0,889.55,890.5,15328,14:50:00
2023-10-10,890.6,890.85,889.1,889.5,14726,14:55:00
2023-10-10,889.9,890.0,888.05,888.4,7671,15:00:00
2023-10-10,888.45,889.6,888.25,889.25,16816,15:05:00
2023-10-10,889.6,889.75,888.3,888.5,11948,15:10:00
2023-10-10,888.5,888.85,888.05,888.55,19923,15:15:00
2023-10-10,888.55,888.95,888.45,888.65,14666,15:20:00
2023-10-10,888.8,890.0,888.05,888.1,21673,15:25:00
2023-10-10,888.75,888.75,888.75,888.75,0,15:30:00
2023-10-11,891.45,895.75,891.45,894.0,47233,09:15:00
2023-10-11,894.0,896.3,893.15,896.25,62466,09:20:00
2023-10-11,896.3,897.0,895.0,896.1,45178,09:25:00
2023-10-11,896.05,896.7,893.8,893.8,21013,09:30:00
2023-10-11,893.8,895.75,893.65,894.9,18006,09:35:00
2023-10-11,894.5,894.95,893.65,894.15,11432,09:40:00
2023-10-11,894.15,894.35,892.5,892.7,14555,09:45:00
2023-10-11,892.8,893.0,892.4,892.7,10017,09:50:00
2023-10-11,892.8,893.95,892.6,893.5,11698,09:55:00
2023-10-11,893.5,895.0,893.15,895.0,13950,10:00:00
2023-10-11,894.95,895.0,893.6,894.7,47808,10:05:00
2023-10-11,894.4,894.95,893.75,894.15,10917,10:10:00
2023-10-11,893.9,895.0,893.65,894.95,9989,10:15:00
2023-10-11,894.75,895.0,894.45,894.9,30949,10:20:00
2023-10-11,895.0,895.0,894.4,894.65,41359,10:25:00
2023-10-11,894.65,895.0,894.35,895.0,5882,10:30:00
2023-10-11,894.7,895.0,894.1,894.1,5218,10:35:00
2023-10-11,894.1,895.0,894.1,894.65,6736,10:40:00
2023-10-11,894.5,895.0,894.1,894.1,6128,10:45:00
2023-10-11,894.1,894.8,894.0,894.0,5674,10:50:00
2023-10-11,894.0,894.45,893.3,894.45,5484,10:55:00
2023-10-11,894.05,895.0,894.0,894.5,7526,11:00:00
2023-10-11,894.5,894.9,893.35,893.7,5342,11:05:00
2023-10-11,893.7,894.2,893.3,893.65,7544,11:10:00
2023-10-11,893.65,894.4,892.95,893.85,7061,11:15:00
2023-10-11,893.85,894.4,893.5,893.9,3586,11:20:00
2023-10-11,893.9,894.0,892.85,893.25,4834,11:25:00
2023-10-11,893.25,893.5,892.45,892.45,7481,11:30:00
2023-10-11,892.45,893.95,892.45,893.5,7361,11:35:00
2023-10-11,893.5,893.5,892.15,892.75,7958,11:40:00
2023-10-11,892.75,893.5,892.2,893.5,20418,11:45:00
2023-10-11,893.05,893.55,892.15,893.45,12601,11:50:00
2023-10-11,893.45,893.65,893.1,893.65,785,11:55:00
2023-10-11,893.65,894.5,893.5,894.5,8572,12:00:00
2023-10-11,894.5,896.3,894.3,895.5,20098,12:05:00
2023-10-11,895.5,896.25,895.15,896.1,9124,12:10:00
2023-10-11,896.1,896.3,894.9,895.0,9210,12:15:00
2023-10-11,895.0,895.0,894.2,894.65,4283,12:20:00
2023-10-11,894.65,894.75,893.0,893.6,12895,12:25:00
2023-10-11,893.5,893.8,892.85,893.5,6654,12:30:00
2023-10-11,893.6,893.65,892.7,893.55,5450,12:35:00
2023-10-11,893.05,893.65,892.65,893.65,5935,12:40:00
2023-10-11,893.65,894.5,893.5,894.5,11299,12:45:00
2023-10-11,894.05,894.6,893.95,894.4,3056,12:50:00
2023-10-11,893.95,894.45,892.7,892.75,8296,12:55:00
2023-10-11,893.2,893.4,892.25,893.1,11716,13:00:00
2023-10-11,893.1,893.45,892.55,892.9,1654,13:05:00
2023-10-11,892.55,893.2,892.4,892.9,1553,13:10:00
2023-10-11,892.9,893.0,892.0,892.8,9445,13:15:00
2023-10-11,892.35,893.05,891.5,892.1,7719,13:20:00
2023-10-11,891.6,894.0,891.5,894.0,30876,13:25:00
2023-10-11,893.7,894.0,892.4,892.85,4502,13:30:00
2023-10-11,892.45,893.1,891.2,891.8,6587,13:35:00
2023-10-11,891.3,892.0,891.1,891.45,5267,13:40:00
2023-10-11,891.4,891.9,891.0,891.0,5156,13:45:00
2023-10-11,891.0,891.65,891.0,891.05,4836,13:50:00
2023-10-11,891.05,891.45,890.3,891.4,8995,13:55:00
2023-10-11,890.95,891.8,890.8,891.45,5171,14:00:00
2023-10-11,891.45,892.0,890.7,891.5,10429,14:05:00
2023-10-11,891.3,892.0,890.4,891.25,8421,14:10:00
2023-10-11,891.25,891.3,890.3,890.8,14321,14:15:00
2023-10-11,890.75,891.7,890.15,890.55,8336,14:20:00
2023-10-11,890.5,891.05,890.5,890.7,7045,14:25:00
2023-10-11,890.6,891.7,890.45,891.7,6793,14:30:00
2023-10-11,891.55,892.0,890.7,891.45,16362,14:35:00
2023-10-11,891.45,891.85,891.05,891.5,11249,14:40:00
2023-10-11,891.5,891.7,890.85,891.15,11525,14:45:00
2023-10-11,891.25,891.75,890.0,890.35,26229,14:50:00
2023-10-11,890.35,891.2,889.2,889.85,14188,14:55:00
2023-10-11,889.95,890.15,889.35,889.45,13399,15:00:00
2023-10-11,889.55,889.95,888.75,888.95,27646,15:05:00
2023-10-11,889.0,889.0,887.65,888.0,29303,15:10:00
2023-10-11,888.0,889.15,887.85,888.4,30472,15:15:00
2023-10-11,888.45,888.45,887.5,887.75,35177,15:20:00
2023-10-11,887.7,889.8,886.45,887.0,59095,15:25:00
2023-10-11,888.4,888.4,888.4,888.4,0,15:30:00
2023-10-12,890.25,890.35,887.8,890.35,21243,09:15:00
2023-10-12,890.0,891.25,889.4,889.5,14438,09:20:00
2023-10-12,889.95,889.95,887.85,889.1,12861,09:25:00
2023-10-12,889.1,889.15,886.05,886.95,14432,09:30:00
2023-10-12,886.95,886.95,884.15,885.85,13056,09:35:00
2023-10-12,885.85,887.35,885.35,886.95,14446,09:40:00
2023-10-12,886.95,887.25,885.55,885.75,16140,09:45:00
2023-10-12,885.6,886.7,885.45,885.8,4176,09:50:00
2023-10-12,886.1,886.3,884.55,884.55,12367,09:55:00
2023-10-12,884.85,885.55,884.05,884.7,11312,10:00:00
2023-10-12,884.4,885.05,884.1,884.85,5388,10:05:00
2023-10-12,884.85,885.25,884.3,884.95,7087,10:10:00
2023-10-12,884.9,885.2,884.45,885.1,4509,10:15:00
2023-10-12,885.2,886.45,885.2,885.45,5536,10:20:00
2023-10-12,885.5,885.85,884.35,884.8,7062,10:25:00
2023-10-12,884.8,884.95,883.25,883.45,12917,10:30:00
2023-10-12,883.45,884.95,883.35,883.9,8553,10:35:00
2023-10-12,883.9,885.95,883.4,885.35,7915,10:40:00
2023-10-12,885.35,885.85,884.65,885.4,7532,10:45:00
2023-10-12,885.4,888.0,885.1,887.7,10783,10:50:00
2023-10-12,887.65,889.0,887.65,887.7,8956,10:55:00
2023-10-12,887.9,889.45,887.85,889.15,8631,11:00:00
2023-10-12,888.8,891.0,888.8,890.3,19715,11:05:00
2023-10-12,890.85,890.85,888.95,889.1,7674,11:10:00
2023-10-12,889.05,889.2,888.25,889.0,5514,11:15:00
